Gen_ID	DateMean	Locality	Pol_En	Mt_hapgrp
I2175	-3147	Smyadovo	Bulgaria	K1c1
I2180	-3009	Smyadovo (Northeast)	Bulgaria	T2b
I2520	-3203	Veliko Tarnovo, Dzhulyunitsa	Bulgaria	H
I2176_enhanced	-3196	Smyadovo (Northeast)	Bulgaria	U1a1a
I12834	-3000	Sabrano (Nova Zagora)	Bulgaria	K1c2
I20182	-2150	Kapitan Andreevo (South)	Bulgaria	J1c
I2510	-2844	Veliko Tarnovo, Dzhulyunitsa	Bulgaria	H4a1
I2165	-2960	Merichleri, Kairyaka necropolis	Bulgaria	T2
I19461	-2375	Tell Ezero (South Central)	Bulgaria	J2a1
I19458	-2387	Tell Ezero (South Central)	Bulgaria	W
I19457_in.preparation	-2375	Tell Ezero (South Central)	Bulgaria	T2d2
I2176	-3196	Smyadovo (Northeast)	Bulgaria	U1a1a
I18793	-2146	Boyanovo	Bulgaria	U5a1c
I18794	-2250	Boyanovo	Bulgaria	U5a2b
I18801_d	-2825	Mogila, Mound 1 (Yambol Region)	Bulgaria	H
I15844	-900	Stambolovo (Eastern Rhodopes)	Bulgaria	H
I19481	-600	Diamandovo (Kardzhali)	Bulgaria	J1c
I19487	-800	Svilengrad ( Haskovo) 	Bulgaria	H13b1
I19490	-800	Kapitan Andreevo (South)	Bulgaria	H13a1a1
I19494	-800	Kapitan Andreevo (South)	Bulgaria	H7c1
I19497	-800	Kapitan Andreevo (South)	Bulgaria	U5a2b
I20180	-800	Kapitan Andreevo (South)	Bulgaria	K1c1
I20181	-800	Kapitan Andreevo (South)	Bulgaria	U8b1a1
I20183	-800	Kapitan Andreevo (South)	Bulgaria	T2
I20184	-800	Kapitan Andreevo (South)	Bulgaria	H5
I20185	-800	Kapitan Andreevo (South)	Bulgaria	H7c1
I20186	-800	Kapitan Andreevo (South)	Bulgaria	U5a1a1
I15848	-900	Stambolovo (Eastern Rhodopes)	Bulgaria	H1e1b1
I19495	-800	Kapitan Andreevo (South)	Bulgaria	H55
I19488	-800	Svilengrad ( Haskovo) 	Bulgaria	C4a1a
I5769	-642	Veliko Tarnovo, Dzhulyunitsa	Bulgaria	H
I0679_d	-5667	Krepost	Bulgaria	H5
I18792	400	Boyanovo	Bulgaria	H14b
I19500	-250	Rozovo (Central, Stara Zagora, Kazanlak)	Bulgaria	HV9
I1113	-5600	Malak Preslavets	Bulgaria	U5a1c
I1295	-5600	Malak Preslavets	Bulgaria	J1c2
I1296_enhanced	-5684	Malak Preslavets	Bulgaria	U5a2d
I1297	-5600	Malak Preslavets	Bulgaria	H5b
I2215_enhanced	-6026	Malak Preslavets	Bulgaria	T2b23
I1109	-5600	Malak Preslavets	Bulgaria	J2b1
I2216_enhanced	-5889	Malak Preslavets	Bulgaria	J2b1
I3879	-5600	Malak Preslavets	Bulgaria	H
I2216	-5889	Malak Preslavets	Bulgaria	J2b1
I1108	-5600	Malak Preslavets	Bulgaria	T2e
I6354	-5600	Malak Preslavets	Bulgaria	H5
I0700	-5600	Malak Preslavets	Bulgaria	T2e
I1296	-5684	Malak Preslavets	Bulgaria	U5a2d
I2215	-6026	Malak Preslavets	Bulgaria	T2b23
I10548	1125	Ryahovets ( Gorna Oryahovitsa, Veliko Tarnovo)	Bulgaria	U5b1b
I17980	1153	Ryahovets (Gorna Oryahovitsa, Veliko Tarnovo)	Bulgaria	U2e2a1a
I2525	936	Samovodene (Veliko Tarnovo)	Bulgaria	U5a1b1c
I2163	-1689	Merichleri, Kairyaka necropolis	Bulgaria	U5a2d
I0704_enhanced	-5942	Dzhulyunitsa (Veliko Tarnovo)	Bulgaria	T2b
I11134	-5775	Dzhulyunitsa (Veliko Tarnovo)	Bulgaria	X2b
I11135	-5775	Dzhulyunitsa (Veliko Tarnovo)	Bulgaria	J2a1a1
I11270	-5775	Dzhulyunitsa (Veliko Tarnovo)	Bulgaria	H
I1298_enhanced	-5933	Ohoden (Vratsa)	Bulgaria	K1a
I2521	-5553	Veliko Tarnovo, Dzhulyunitsa	Bulgaria	H
I2529_enhanced	-5660	Yabalkovo, Dimitrovgrad, Haskovo	Bulgaria	T1a
I17981	-5775	Dzhulyunitsa (Veliko Tarnovo)	Bulgaria	W6
I0706	-5949	Veliko Tarnovo, Dzhulyunitsa	Bulgaria	K1a4b
I0698	-5950	Yabalkovo (Dimitrovgrad, Haskovo)	Bulgaria	H
I0704	-5942	Dzhulyunitsa (Veliko Tarnovo)	Bulgaria	T2b
I1298	-5933	Ohoden (Vratsa)	Bulgaria	K1a
I2529	-5660	Yabalkovo, Dimitrovgrad, Haskovo	Bulgaria	T1a
ANI160	-4583	Varna	Bulgaria	H1ag
ANI159-ANI181	-4616	Varna	Bulgaria	T2b2b
ANI163	-4619	Varna	Bulgaria	H7a1
ANI152	-4512	Varna	Bulgaria	U2
ANI153	-4484	Varna	Bulgaria	U4
Bur1.SG	1950	Siberia	Russia	D4p
Bur2.SG	1950	Siberia	Russia	C4a1c2
I10871	-5963	Shum Laka	Cameroon	L0a2a1
I10872	-5870	Shum Laka	Cameroon	L0a2a1
I10873	-1147	Shum Laka	Cameroon	L1c2a1b
I10874	-1185	Shum Laka	Cameroon	L1c2a1b
I10871_noUDG	-5963	Shum Laka	Cameroon	L0a2a1
I10872_noUDG	-5870	Shum Laka	Cameroon	L0a2a1
I10873_noUDG	-1147	Shum Laka	Cameroon	L1c2a1b
I10874_noUDG	-1185	Shum Laka	Cameroon	L1c2a1b
I10872_d	-5870	Shum Laka	Cameroon	L0a2a1
I10872_alt	-5870	Shum Laka	Cameroon	L0a2a1
I10871_noUDG.DG	-5963	Shum Laka	Cameroon	L0a2a1
I10871_noUDG.SG	-5963	Shum Laka	Cameroon	L0a2a1
I10873.SG	-1147	Shum Laka	Cameroon	L1c2a1b
XVII-B-939_noUDG.SG	-4552	Lucy Islands, British Columbia, Chatham Sound	Canada	D4h3a7
MARC1492_noUDG.SG	1274	Old Mission Point, Restigouche River, Atholville, prehistory Tjigog, New Brunswick	Canada	A2
CK-03_noUDG.SG	1283	Lucier, Southwestern Ontario	Canada	X2a1c
LU-03_noUDG.SG	1325	Lucier, Southwestern Ontario	Canada	C1d1a1
LU-05_noUDG.SG	1325	Lucier, Southwestern Ontario	Canada	C
LU-06_noUDG.SG	1325	Lucier, Southwestern Ontario	Canada	C1d1a1
LU-01_noUDG.SG	1325	Lucier, Southwestern Ontario	Canada	C
LU-02_noUDG.SG	1325	Lucier, Southwestern Ontario	Canada	A2i
CK-09_noUDG.SG	1550	Lucier, Southwestern Ontario	Canada	A2i
CK-13_noUDG.SG	-2892	Lucier, Southwestern Ontario	Canada	C1b40
19651_noUDG.SG	-3716	Northwest	Canada	A2
LateDorset-XIV-H_126_noUDG.SG	1150	Truelove Lowland, North Devon Island	Canada	D4e
MARC481_noUDG.SG	400	Newfoundland, Port aux Choix	Canada	D2a1
I10427	195	Victoria Island	Canada	D2a1
MARC1491_noUDG.SG	400	Newfoundland, Englee	Canada	D2a1
XIV_C_748_noUDG.SG	1350	Southampton Island, Nunavut	Canada	D3a2a
gun002_noUDG.SG	1099	Tenerife	Canary Islands	H1cf
gun005_noUDG.SG	958	Gran Canaria	Canary Islands	H2a
gun008_noUDG.SG	936	Gran Canaria	Canary Islands	L3b1a
gun011_noUDG.SG	813	Tenerife	Canary Islands	T2c1d2
gun012_noUDG.SG	626	Tenerife	Canary Islands	U6b1a
I26628	-599	Channel Islands, Alderney, Longis Common	Channel Islands	H61
I26630	-533	Channel Islands, Alderney, Longis Common	Channel Islands	H61
I16430	-134	Channel Islands, Alderney, Longis Common	Channel Islands	H61
I16505	-108	Channel Islands, Alderney, Longis Common	Channel Islands	H61
I26629	-40	Channel Islands, Alderney, Longis Common	Channel Islands	U5a1b1
I16425	-2979	Channel Islands, Guernsey, Vale, Le Déhus	Channel Islands	K1a4a1
I16429	-2985	Channel Islands, Guernsey, Vale, Le Déhus	Channel Islands	K1
I16438	-2434	Channel Islands, Guernsey, Vale, Le Déhus	Channel Islands	J1c8
I16437	-4141	Channel Islands, Guernsey, Vale, Le Déhus	Channel Islands	K1b1a1
I16444	-4098	Channel Islands, Guernsey, Vale, Le Déhus	Channel Islands	J1c1b1
I16427	-4107	Channel Islands, Guernsey, Vale, Le Déhus	Channel Islands	X2b
I2538	849	Caleta Huelen 12	Chile	B2
I2539	960	Caleta Huelen 12	Chile	R
I2540	950	Caleta Huelen 12	Chile	A2
Chinchorroi15_noUDG.SG	-4292	Arica, Maderas, Enco C2	Chile	A2
I1752	1355	Conchalí, Santiago, RM	Chile	B2i2b
I1754	1125	Conchalí, Santiago, RM	Chile	D4h3a1a2
I17497	1347	Atacama Desert, Precordillera	Chile	C1b
I14009	1200	Atacama Desert, Precordillera	Chile	B2
I11974	-9935	Coquimbo, Los Vilos, Los Rieles	Chile	C1b
I11974.SG	-9935	Coquimbo, Los Vilos, Los Rieles	Chile	C1b
I1753	-3145	Coquimbo, Los Vilos, Los Rieles	Chile	C1b
I8576	1850	North of Tierra del Fuego, Faro Méndez	Chile	D1g
I2537	1305	Pica Ocho, Coast	Chile	A2
I8575	1491	Southern Continent, Magallanes, Cerro Johnny	Chile	D1g
AM72_noUDG.SG	1850	Strait of Magellan	Chile	D4h3a
AM74_noUDG.SG	1850	Strait of Magellan	Chile	D4h3a
AM66_noUDG.SG	1850	Strait of Magellan	Chile	D4h3a
AM71_noUDG.SG	1850	Strait of Magellan	Chile	D4h3a
AM73_noUDG.SG	1850	Strait of Magellan	Chile	D1g
IPK13a_noUDG.SG	739	Yekchal, Patagonia	Chile	D4h3a5
IPK12_noUDG.SG	1092	Strait of Magellan, Punta Santa María	Chile	C1b
IPY08b_noUDG.SG	950	Beagle Channel, Hoste Island	Chile	D1g
IPY10_noUDG.SG	1175	Beagle Channel, Puerto Williams	Chile	C1b
NE45_noUDG	-7291	Amur River Basin	China	G1a1a
NE44_noUDG	-7282	Amur River Basin	China	D4c1
NE1_noUDG	-10700	Amur River Basin	China	D4g
NE34_noUDG	-12571	Amur River Basin	China	D4h3
NE5_noUDG	-12224	Amur River Basin	China	D4h3a
NE56_noUDG	-17477	Amur River Basin	China	G2
NE3_noUDG	-8678	Amur River Basin	China	M8
NE4_noUDG	-8607	Amur River Basin	China	M8
NE8_noUDG	-9313	Amur River Basin	China	D4o
NE36_noUDG	-8723	Amur River Basin	China	D4h4
NE16_noUDG	-6614	Amur River Basin	China	D4o
NE19_noUDG	-5089	Amur River Basin	China	F1b1
NE2_noUDG	-4371	Amur River Basin	China	D4m
NE22_noUDG	-4888	Amur River Basin	China	D4m
NE29_noUDG	-4927	Amur River Basin	China	D4c1
NE39_noUDG	-6246	Amur River Basin	China	D4m2
NE49_noUDG	-6418	Amur River Basin	China	D4o
NE58	-5358	Amur River Basin	China	D4e5
NE9_noUDG	-4381	Amur River Basin	China	C4a1a
NE18_noUDG	-5112	Amur River Basin	China	D4h3
NE20_noUDG	-31642	Amur River Basin	China	B
WQM4_noUDG	-5411	Inner Mongolia, Zhalainuoer district, Wuqi farm site	China 	C4a1a
ZLNR-2_noUDG	-5439	Inner Mongolia, Hulunbuir, Zhalainuoer, Zhalainuoer mining site 	China 	C5
ZLNR-1_noUDG	164	Inner Mongolia, Hulunbuir, Zhalainuoer, Zhalainuoer mining site 	China 	N9a9
MGS-M6_noUDG	150	Inner Mongolia, Hulunbuir, Mogushan Xianbei site 	China 	C5a1
MGS-M7R_noUDG	150	Inner Mongolia, Hulunbuir, Mogushan Xianbei site 	China 	C4a1a4a
MGS-M7L_noUDG	150	Inner Mongolia, Hulunbuir, Mogushan Xianbei site 	China 	Z3a1
HMF32_noUDG	-3644	Inner Mongolia, Horqin, Xibet Town, Haminmangha site 	China 	D4j
MZGM10-1_noUDG	-3300	Inner Mongolia, Qahar Youyi Qianqi, Uraharura, Miaozigou site 	China 	A14
MZGM16_noUDG	-3300	Inner Mongolia, Qahar Youyi Qianqi, Uraharura, Miaozigou site 	China 	C4a2a1
MZGM25-2_noUDG	-3300	Inner Mongolia, Qahar Youyi Qianqi, Uraharura, Miaozigou site 	China 	D4b2
BS	-7175	Shandong, Boshan Mountain	China	B4c1a
LD1	-6240	Matsu, Liang Island	China	E
SM-SGDLM27_noUDG	-2100	Shanxi province, Shenmu, Shengedaliang site	China 	G2a1
SM-SGDLM6_noUDG	-2639	Shanxi province, Shenmu, Shengedaliang site	China 	D5a2a1b
SM-SGDLM7X_noUDG	-2100	Shanxi province, Shenmu, Shengedaliang site	China 	M80'D
Tianyuan	-37615	Tianyuan	China	B
DCZM17IV_noUDG	100	Qinghai province, Pingan county, Dacaozi site	China 	D4b2b
DCZ-M21II_noUDG	187	Qinghai province, Pingan county, Dacaozi site	China 	G2b1b
DCZ-M22IV_noUDG	100	Qinghai province, Pingan county, Dacaozi site	China 	F1g
DCZ-M6_noUDG	100	Qinghai province, Pingan county, Dacaozi site	China 	Z3
JCKM1-1_noUDG	-2346	Qinghai, Huzhu county, Jinchankou site	China 	G3a2
LJM2_noUDG	-1950	Qinghai province, Minhe  County, Lajia village, Lajia site	China 	F1g
LJM3_noUDG	-2529	Qinghai province, Minhe  County, Lajia village, Lajia site	China 	G1c1
LJM4_noUDG	-1950	Qinghai province, Minhe  County, Lajia village, Lajia site	China 	F1a1a
LJM5_noUDG	-1950	Qinghai province, Minhe  County, Lajia village, Lajia site	China 	F1g
LJM14_noUDG	-1950	Qinghai province, Minhe  County, Lajia village, Lajia site	China 	A18
LJM25_noUDG	-1950	Qinghai province, Minhe  County, Lajia village, Lajia site	China 	B4c1b2c2
91KLH11_noUDG	-700	Inner Mongolia, Chifeng, Hexigten, Longtoushan site	China 	D4m1
91KLH18_noUDG	-862	Inner Mongolia, Chifeng, Hexigten, Longtoushan site	China 	D4j14
91KLM2_noUDG	-700	Inner Mongolia, Chifeng, Hexigten, Longtoushan site	China 	B4c1a2
EDM139_noUDG	-1800	Inner Mongolia, Chifeng, Erdaojingzi	China 	A22
EDM176_noUDG	-1800	Inner Mongolia, Chifeng, Erdaojingzi	China 	N9a1
EDM124_noUDG	-1594	Inner Mongolia, Chifeng, Erdaojingzi	China 	B5b1a
BLSM27S_noUDG	-3300	Liaoning, Chaoyang city, Banla mountain	China 	D5a3a1
BLSM45_noUDG	-3212	Liaoning, Chaoyang city, Banla mountain	China 	D5a3a1
S95_noUDG.EC	-3100	Shaanxi, Wuzhuangguoliang	China	A
18R21265_noUDG.EC	-3100	Shaanxi, Wuzhuangguoliang	China	F1g1
S91_noUDG.EC	-3100	Shaanxi, Wuzhuangguoliang	China	M11a
S94_noUDG.EC	-3100	Shaanxi, Wuzhuangguoliang	China	D5a3
S96_noUDG.EC	-3100	Shaanxi, Wuzhuangguoliang	China	G2a1
S120_noUDG.EC	-3100	Shaanxi, Wuzhuangguoliang	China	R11a
18R21262_noUDG.EC	-3100	Shaanxi, Wuzhuangguoliang	China	A7
18R21266_noUDG.EC	-2835	Shaanxi, Wuzhuangguoliang	China	B4a2b1
S118_noUDG.EC	-3100	Shaanxi, Wuzhuangguoliang	China	D4q
S123_noUDG.EC	-3100	Shaanxi, Wuzhuangguoliang	China	B4a4
S97_noUDG.EC	-3100	Shaanxi, Wuzhuangguoliang	China	B4a4
M15-1_noUDG.SG	-300	Northwest China, Xinjian, Shirenzigou	China	I1b
M15-2_noUDG.SG	-300	Northwest China, Xinjian, Shirenzigou	China	U4
M4_noUDG.SG	-277	Northwest China, Xinjian, Shirenzigou	China	U4'9
M820_noUDG.SG	-263	Northwest China, Xinjian, Shirenzigou	China	U5b2c
X3_noUDG.SG	-300	Northwest China, Xinjian, Shirenzigou	China	G3b
F004_noUDG.SG	-280	Northwest China, Xinjian, Shirenzigou	China	A17
M010_noUDG.SG	-342	Northwest China, Xinjian, Shirenzigou	China	D4j1b
M012_noUDG.SG	-274	Northwest China, Xinjian, Shirenzigou	China	U5a2
M819_noUDG.SG	-300	Northwest China, Xinjian, Shirenzigou	China	H15b1
M8R1_noUDG.SG	-281	Northwest China, Xinjian, Shirenzigou	China	T1a1b
HJTM115_noUDG	-275	Henan province, Luohe city, Shicaozhao village, Haojiatai site 	China 	F4a2
JXNTM2_noUDG	-1300	Henan province, Jiazuo city, Jiaozuoniecun site	China 	A5b1b
JXNTM23_noUDG	-1382	Henan province, Jiazuo city, Jiaozuoniecun site	China 	C4a1a2
LGM41_noUDG	-150	Henan province, Jiazuo city, Jiaozuoniecun site	China 	M8a2b
LGM79_noUDG	-300	Henan province, Jiazuo city, Jiaozuoniecun site	China 	B4d1'2'3
HJTM107_noUDG	-2043	Henan province, Luohe city, Shicaozhao village, Haojiatai site 	China 	D4
HJTM109_noUDG	-1958	Henan province, Luohe city, Shicaozhao village, Haojiatai site 	China 	D4e1a
PLTM310_noUDG	-2138	Henan province, Huaiyang, Pingliangtai site	China 	D4b1a
PLTM311_noUDG	-2099	Henan province, Huaiyang, Pingliangtai site	China 	D4b1a
PLTM313_noUDG	-1984	Henan province, Huaiyang, Pingliangtai site	China 	F2h
WD-WT1H16_noUDG	-2586	Henan province, Yuzhou city, Wadian site 	China 	N9a2
WD-WT5M2_noUDG	-1950	Henan province, Yuzhou city, Wadian site 	China 	D5a2a
PLTM312_noUDG	-2027	Henan province, Huaiyang, Pingliangtai site	China 	D4b1a
WGM35_noUDG	-4000	Henan province, Yingyang county, Wanggou village, Wanggou site 	China 	F1
WGM70_noUDG	-3300	Henan province, Yingyang county, Wanggou village, Wanggou site 	China 	M8a2
WGM76S_noUDG	-3300	Henan province, Yingyang county, Wanggou village, Wanggou site 	China 	C4a1a1
WGM94_noUDG	-3300	Henan province, Yingyang county, Wanggou village, Wanggou site 	China 	B4d1
XW-M1R18_noUDG	-4977	Henan province, Lingbao city, Xiaowu village, Xiaowu site 	China 	D4g2a1
KIN004	1743	Kindoki	DR Congo	L0a1b1a1
Ker1_noUDG.SG	346	Crimea, Kerch, Pantikapaion, Mithridates hill	Crimea	HV9a
I18712	-1650	D. Ostrvica-Pasičine	Croatia	H1u
I18748	-1750	Bogomolje, 1981	Croatia	X2k
I20502	-4000	Dakovo - Franjevac, 2007	Croatia	H5a
I10045	-4100	Potočani	Croatia	H13b1
I10046	-4100	Potočani	Croatia	N1a1a1a3
I10047	-4100	Potočani	Croatia	U2
I10048	-4100	Potočani	Croatia	U5b2c
I10049	-4100	Potočani	Croatia	U2
I10050	-4100	Potočani	Croatia	T2b
I10052	-4145	Potočani	Croatia	U5b1d1
I10053	-4100	Potočani	Croatia	H5b
I10054	-4100	Potočani	Croatia	H
I10056	-4100	Potočani	Croatia	K1a3a
I10057	-4100	Potočani	Croatia	H7
I10062	-4100	Potočani	Croatia	H
I10063	-4100	Potočani	Croatia	H
I10064	-4100	Potočani	Croatia	J1
I10065	-4100	Potočani	Croatia	H42
I10069	-4100	Potočani	Croatia	T2
I10070	-4100	Potočani	Croatia	U2e1'2'3
I10071	-4100	Potočani	Croatia	H26
I10072	-4100	Potočani	Croatia	N1a1a
I10271	-4100	Potočani	Croatia	T2b
I10272	-4073	Potočani	Croatia	T2
I10273	-4100	Potočani	Croatia	N1a1a1a2
I10274	-4100	Potočani	Croatia	T1a1
I10291	-4100	Potočani	Croatia	T2b
I10293	-4143	Potočani	Croatia	H4a1
I10294	-4100	Potočani	Croatia	H
I10297	-4100	Potočani	Croatia	X2b
I10299	-4100	Potočani	Croatia	K1a4a1
I10303	-4100	Potočani	Croatia	N1a1a
I10067	-4100	Potočani	Croatia	H4a1
I10058	-4100	Potočani	Croatia	K1b1b1
I10074	-4100	Potočani	Croatia	K1a3a
I10068	-4100	Potočani	Croatia	T1a2
I10061	-4100	Potočani	Croatia	H5
I23904	-692	Smiljan	Croatia	T2b
I23911	-815	Smiljan	Croatia	T2a1a
I23995	-779	Smiljan	Croatia	H3b
I23996	-794	Smiljan	Croatia	H3b
I24638	-708	Smiljan	Croatia	U5a1g
I24639	-708	Smiljan	Croatia	H1
I24879	-649	Skradnik-Sultanov grob	Croatia	H5
I24882	-649	Mala Metaljka	Croatia	H
I24883	-800	Osor-St. Peter	Croatia	HV0e
I5723	-424	Sv. Križ Brdovečki	Croatia	HV1a'b'c
I5724	-282	Sv. Križ Brdovečki	Croatia	U5b1d1a
I5725	-604	Sv. Križ Brdovečki	Croatia	H
I5726	-457	Sv. Križ Brdovečki	Croatia	T1a2a
I5727	-636	Sv. Križ Brdovečki	Croatia	J1c2
I5728	-274	Sv. Križ Brdovečki	Croatia	T1a5
I5729	-970	Sv Petar Ludbreski	Croatia	V
I3313	-772	Jazinka Cave	Croatia	HV0e
I5071	-5632	Kargadur	Croatia	H5a
I5072	-5595	Kargadur	Croatia	H7c
I3499	-2768	Beli Manastir-Popova zemlja	Croatia	T2e
I4175	-2850	Vučedol Tell	Croatia	U4a
I24345	-950	Velim-Kosa	Croatia	HV0e
I26742	-700	Jazinka Cave	Croatia	HV0e
I24344	-950	Velim-Kosa	Croatia	H13a2a
I18831	-251	Velim-Kosa 	Croatia	H7
I18830	-251	Velim-Kosa	Croatia	H7
I19017	-1800	Cetina Valley	Croatia	H6a1a
I24342	-1460	Velim-Kosa	Croatia	T2b23
I26773	-1375	Mušego/Mon Sego	Croatia	J1c2
I26774	-1375	Mušego/Mon Sego	Croatia	J1c2
I26893	-1375	Mušego/Mon Sego	Croatia	U8b1b1
I4331	-1569	Veliki Vanik	Croatia	I1a1
I4332	-1558	Veliki Vanik	Croatia	W3a1
I5073	-1623	Koprivno	Croatia	J2a1a1
I5074	-1435	Matkovici	Croatia	X2m
I5080	-1681	Zavojane-Ravca, Velika Gomila	Croatia	K1a4
I11843	-1800	Cetina Valley	Croatia	T1a1
I18088	-1800	Cetina Valley	Croatia	H5
I18745	-1800	Cetina Valley	Croatia	HV0e
I18746	-1800	Cetina Valley	Croatia	N1a1a1
I18747	-1800	Cetina Valley	Croatia	U5a1a
I18752	-1800	Cetina Valley	Croatia	H13a2a
I19019	-1800	Cetina Valley	Croatia	H6a1a
I19025	-1800	Cetina Valley	Croatia	J1c1
I19026	-1800	Cetina Valley	Croatia	J1c1
I19027	-1800	Cetina Valley	Croatia	H
I19029	-1800	Cetina Valley	Croatia	J1c1
I19032	-1800	Cetina Valley	Croatia	J1c1
I19022	-1800	Cetina Valley	Croatia	H
I19016	-1800	Cetina Valley	Croatia	H6a1
I19031	-1800	Cetina Valley	Croatia	J1c1
I19020	-1800	Cetina Valley	Croatia	H6a1a
I19030	-1800	Cetina Valley	Croatia	J1c1
I15462	734	Trogir	Croatia	T1a1
I15741	854	Trogir	Croatia	H
I15743	921	Trogir	Croatia	H7d
I15744	722	Trogir	Croatia	X2e2b
I1879	1554	Vinkovci, Jugobanka	Croatia	V6
I15742	718	Trogir	Croatia	H3h6
I15463	750	Trogir	Croatia	X2e2b
I1875	-7106	Vela Spila	Croatia	U5b2b
I18071	-1500	Bezdanjača Cave	Croatia	J1c2
I18072	-1500	Bezdanjača Cave	Croatia	H5n
I18073	-1500	Bezdanjača Cave	Croatia	U5b1c1
I18074	-1500	Bezdanjača Cave	Croatia	H
I18075	-1500	Bezdanjača Cave	Croatia	T2c1a2
I18077	-1500	Bezdanjača Cave	Croatia	U5a1a1
I18078	-1500	Bezdanjača Cave	Croatia	H5r
I18079	-1500	Bezdanjača Cave	Croatia	H46
I18082	-1500	Bezdanjača Cave	Croatia	U5a1
I18086_d	-1500	Bezdanjača Cave	Croatia	T2c1d
I18087	-1500	Bezdanjača Cave	Croatia	K1a
I18413	-1150	Bezdanjača Cave	Croatia	H1
I18414_d	-1150	Bezdanjača Cave	Croatia	U5a1g
I18415	-1150	Bezdanjača Cave	Croatia	H1aj1
I18416	-1150	Bezdanjača Cave	Croatia	H3
I18417	-1150	Bezdanjača Cave	Croatia	X2b
I18720	-1150	Bezdanjača Cave	Croatia	U8b1b1
I18721	-1150	Bezdanjača Cave	Croatia	T2b11
I18722	-1150	Bezdanjača Cave	Croatia	U5a
I18723	-1150	Bezdanjača Cave	Croatia	V1a1
I18724	-1150	Bezdanjača Cave	Croatia	HV0e
I18725	-1150	Bezdanjača Cave	Croatia	V10b1
I18727	-1150	Bezdanjača Cave	Croatia	T2c1d
I18729	-1150	Bezdanjača Cave	Croatia	T2b
I18730	-1150	Bezdanjača Cave	Croatia	U5b2b5
I18732	-1150	Bezdanjača Cave	Croatia	HV24
I18733	-1150	Bezdanjača Cave	Croatia	H1at
I18734	-1150	Bezdanjača Cave	Croatia	T2a1b1
I18737	-1150	Bezdanjača Cave	Croatia	U5b1c1a
I18738	-1150	Bezdanjača Cave	Croatia	H5a6
I18739	-1150	Bezdanjača Cave	Croatia	T2c1d
I18735	-1150	Bezdanjača Cave	Croatia	U5a1a1
I18728	-1150	Bezdanjača Cave	Croatia	T2c1d
I18719	-1150	Bezdanjača Cave	Croatia	HV0a1a
I18717	-1150	Bezdanjača Cave	Croatia	H5r
I26738	-5175	Gornja Vrba-Savsko polje	Croatia	T2b
I26741	-4635	Osijek-Hermanov vinograd	Croatia	T2b
I3498	-5731	Beli Manastir-Popova zemlja	Croatia	U8b1b1
I4168	-4638	Beli Manastir-Popova zemlja	Croatia	N1a1a
I5077	-5051	Osijek, Hermanov Vinograd	Croatia	U5a1c1
I5078	-4621	Osijek, Hermanov Vinograd	Croatia	H10
I7399	-5128	Vinkovci, Vinka	Croatia	V1
I7398	-4925	Vinkovci, Vinka	Croatia	H84
I7538	-4925	Vinkovci, Vinka	Croatia	V1
I10055	-5777	Potočani	Croatia	K1a1
I3433	-5850	Zemunica Cave	Croatia	H1
I3947	-5884	Zemunica Cave	Croatia	K1b1
I3948	-5913	Zemunica Cave	Croatia	N1a1a
I4167	-4685	Beli Manastir-Popova zemlja	Croatia	U5b2b
I5079	-3471	Radovanci	Croatia	J1c2
I2792	-2726	Vučedol Tell	Croatia	T2c1d1
CAO001	1101	Matanzas City, Canimar Abajo	Cuba	C1d1
CAO002008	624	Matanzas City, Canimar Abajo	Cuba	D1
CAO032	736	Matanzas City, Canimar Abajo	Cuba	C
CAO006	-50	Matanzas City, Canimar Abajo	Cuba	D1
CAO010	-50	Matanzas City, Canimar Abajo	Cuba	C1d1
CAO011	1045	Matanzas City, Canimar Abajo	Cuba	D1
CAO014	408	Matanzas City, Canimar Abajo	Cuba	D1
CAO015	-1181	Matanzas City, Canimar Abajo	Cuba	C1d1
CAO016	-50	Matanzas City, Canimar Abajo	Cuba	A2
CAO020	-1162	Matanzas City, Canimar Abajo	Cuba	A2
CAO021	1200	Matanzas City, Canimar Abajo	Cuba	D1
CAO022026	637	Matanzas City, Canimar Abajo	Cuba	C
CAO023025	1018	Matanzas City, Canimar Abajo	Cuba	D1
CAO024	631	Matanzas City, Canimar Abajo	Cuba	D1
CAO027	651	Matanzas City, Canimar Abajo	Cuba	D1
CAO028	1241	Matanzas City, Canimar Abajo	Cuba	D1
CAO029	627	Matanzas City, Canimar Abajo	Cuba	C
CAO030	650	Matanzas City, Canimar Abajo	Cuba	A2
CAO031	630	Matanzas City, Canimar Abajo	Cuba	H2a2a1
CAO012	622	Matanzas City, Canimar Abajo	Cuba	D1
CAO007	846	Matanzas City, Canimar Abajo	Cuba	D1
CAO004	736	Matanzas City, Canimar Abajo	Cuba	C1d1c1
CUC002	-50	Matanzas Province, Cardenas, Cueva Calero 	Cuba	A2
CUC003	-50	Matanzas Province, Cardenas, Cueva Calero 	Cuba	A2
CDE001	1557	Camagüey, Sierra de Cubitas, Cueva de los Esqueletos 1	Cuba	B2
CDE002	1462	Camagüey, Sierra de Cubitas, Cueva de los Esqueletos 1	Cuba	C
CDE003	1435	Camagüey, Sierra de Cubitas, Cueva de los Esqueletos 1	Cuba	C1d1
CDE004	1433	Camagüey, Sierra de Cubitas, Cueva de los Esqueletos 1	Cuba	C
