Gen_ID	DateMean	Locality	Pol_En	Y_hapgrp
Ne30_genotyping_noUDG	-7946	Nepal, Kathmandu	China	C
I14200	-2378	England, Wiltshire, Amesbury Down	United Kingdom	R1b1a1b1a1a
Aconcagua_noUDG.SG	1450	Cerro Aconcagua, Mendoza Province	Argentina	Q-M3
I1407	-3925	Areni 1	Armenia	L1a
ARM003	-3213	South Caucasus mountains, Kaps	Armenia	G2b
I1635	-2526	Kalavan	Armenia	R1b1x
ARM002	-3213	South Caucasus mountains, Kaps	Armenia	G2b
I6913	-5416	Brunn Wolfholz	Austria	CT
I6912_noUDG	-5138	Brunn Wolfholz	Austria	BT
ALX002	-3710	Jalilabad district, Uchtepe village, Alkhantepe	Azerbaijan 	G1
PCV003	1067	Eleuthera, Bahamian Island, Preacher's Cave	Bahamas	Q1b1a
GoyetQ116-1_noUDG	-33258	Troisieme caverne of Goyet cave	Belgium	C1a
XAR001	850	Xaro	Botswana	E1b1a1a1c1a
XAR002	850	Xaro	Botswana	E1b1b1b2b
I10871	-5963	Shum Laka	Cameroon	A00
I10872	-5870	Shum Laka	Cameroon	B
I10873	-1147	Shum Laka	Cameroon	B2b
I10871_noUDG	-5963	Shum Laka	Cameroon	A00
I10872_noUDG	-5870	Shum Laka	Cameroon	B
I10873_noUDG	-1147	Shum Laka	Cameroon	B2b
I10872_alt	-5870	Shum Laka	Cameroon	B
I10871_noUDG.DG	-5963	Shum Laka	Cameroon	A00
I10871_noUDG.SG	-5963	Shum Laka	Cameroon	A00
I10873.SG	-1147	Shum Laka	Cameroon	B2b
gun002_noUDG.SG	1099	Tenerife	Canary Islands	E1b1b1b1a1
gun011_noUDG.SG	813	Tenerife	Canary Islands	E1b1b1b1a1
gun012_noUDG.SG	626	Tenerife	Canary Islands	E1b1b1b1a1
I16429	-2985	Channel Islands, Guernsey, Vale, Le Déhus	Channel Islands	I2
I16438	-2434	Channel Islands, Guernsey, Vale, Le Déhus	Channel Islands	I2a1b1a2b2
I16444	-4098	Channel Islands, Guernsey, Vale, Le Déhus	Channel Islands	I2a1a2
I16427	-4107	Channel Islands, Guernsey, Vale, Le Déhus	Channel Islands	I2a1a2
NE45_noUDG	-7291	Amur River Basin	China	P
NE34_noUDG	-12571	Amur River Basin	China	C
NE5_noUDG	-12224	Amur River Basin	China	C
NE56_noUDG	-17477	Amur River Basin	China	C2
NE3_noUDG	-8678	Amur River Basin	China	C
NE4_noUDG	-8607	Amur River Basin	China	C
NE8_noUDG	-9313	Amur River Basin	China	DE
NE19_noUDG	-5089	Amur River Basin	China	C
NE2_noUDG	-4371	Amur River Basin	China	C
NE22_noUDG	-4888	Amur River Basin	China	C
NE39_noUDG	-6246	Amur River Basin	China	C
ZLNR-1_noUDG	164	Inner Mongolia, Hulunbuir, Zhalainuoer, Zhalainuoer mining site 	China 	C2b1a1b1
MGS-M6_noUDG	150	Inner Mongolia, Hulunbuir, Mogushan Xianbei site 	China 	C2b1a1b1
MGS-M7R_noUDG	150	Inner Mongolia, Hulunbuir, Mogushan Xianbei site 	China 	C2b1a1b1b
MGS-M7L_noUDG	150	Inner Mongolia, Hulunbuir, Mogushan Xianbei site 	China 	C2b1a1b1
MZGM10-1_noUDG	-3300	Inner Mongolia, Qahar Youyi Qianqi, Uraharura, Miaozigou site 	China 	C2e2
MZGM16_noUDG	-3300	Inner Mongolia, Qahar Youyi Qianqi, Uraharura, Miaozigou site 	China 	C2e2
SM-SGDLM27_noUDG	-2100	Shanxi province, Shenmu, Shengedaliang site	China 	C2e1b2
SM-SGDLM6_noUDG	-2639	Shanxi province, Shenmu, Shengedaliang site	China 	O2a2b1a1a1a2a
DCZ-M21II_noUDG	187	Qinghai province, Pingan county, Dacaozi site	China 	O2a2b1a1a1a2a
JCKM1-1_noUDG	-2346	Qinghai, Huzhu county, Jinchankou site	China 	O2a2b1a1a
LJM3_noUDG	-2529	Qinghai province, Minhe  County, Lajia village, Lajia site	China 	O2a2b1a1a
LJM5_noUDG	-1950	Qinghai province, Minhe  County, Lajia village, Lajia site	China 	O2a2b1a1a
LJM14_noUDG	-1950	Qinghai province, Minhe  County, Lajia village, Lajia site	China 	O2a2b1a2a1a3b2b1
91KLM2_noUDG	-700	Inner Mongolia, Chifeng, Hexigten, Longtoushan site	China 	C2b1a1b1
EDM124_noUDG	-1594	Inner Mongolia, Chifeng, Erdaojingzi	China 	O2a1c
BLSM41_noUDG	-3300	Liaoning, Chaoyang city, Banla mountain	China 	O2a
JXNTM2_noUDG	-1300	Henan province, Jiazuo city, Jiaozuoniecun site	China 	O2a2b1a2a1a3b2b
LGM41_noUDG	-150	Henan province, Jiazuo city, Jiaozuoniecun site	China 	O2a2b1a1a
HJTM107_noUDG	-2043	Henan province, Luohe city, Shicaozhao village, Haojiatai site 	China 	C2e2
HJTM109_noUDG	-1958	Henan province, Luohe city, Shicaozhao village, Haojiatai site 	China 	O2a2b1a1
WD-WT1H16_noUDG	-2586	Henan province, Yuzhou city, Wadian site 	China 	O2a2b1a2a1c
WGM94_noUDG	-3300	Henan province, Yingyang county, Wanggou village, Wanggou site 	China 	O1b1a2
XW-M1R18_noUDG	-4977	Henan province, Lingbao city, Xiaowu village, Xiaowu site 	China 	Q1a1a1
KIN002	1749	Kindoki	DR Congo	E1b1a1a1d1a2
KIN004	1743	Kindoki	DR Congo	R1b1
KIN003	1810	Kindoki	DR Congo	E
CAO006	-50	Matanzas City, Canimar Abajo	Cuba	Q1b
CAO010	-50	Matanzas City, Canimar Abajo	Cuba	Q1b1a1a1
CAO011	1045	Matanzas City, Canimar Abajo	Cuba	Q1b1a1a1
CAO014	408	Matanzas City, Canimar Abajo	Cuba	Q1b1a1a1
CAO017	-50	Matanzas City, Canimar Abajo	Cuba	Q1b1a2
CAO022026	637	Matanzas City, Canimar Abajo	Cuba	Q1b1a1a1
CAO023025	1018	Matanzas City, Canimar Abajo	Cuba	Q1b1a1a1
CAO024	631	Matanzas City, Canimar Abajo	Cuba	Q1b1a1a1
CAO027	651	Matanzas City, Canimar Abajo	Cuba	Q1b1a1a1
CAO028	1241	Matanzas City, Canimar Abajo	Cuba	Q1b1a2
CAO029	627	Matanzas City, Canimar Abajo	Cuba	Q1b1a1a1
CUC002	-50	Matanzas Province, Cardenas, Cueva Calero 	Cuba	Q1b1a1a1
CUC004	-50	Matanzas Province, Cardenas, Cueva Calero 	Cuba	Q1b1a1a1
CDE001	1557	Camagüey, Sierra de Cubitas, Cueva de los Esqueletos 1	Cuba	Q1b1a1a1
CDE003	1435	Camagüey, Sierra de Cubitas, Cueva de los Esqueletos 1	Cuba	Q1b1a1a1
CDE005	1525	Camagüey, Sierra de Cubitas, Cueva de los Esqueletos 1	Cuba	Q1b1a1a1
CIP007012	605	Artemisa province, Cueva del Perico I 	Cuba	Q1b1a
CIP009	-784	Artemisa province, Cueva del Perico I 	Cuba	Q1b1a1a1
CIP010	553	Artemisa province, Cueva del Perico I 	Cuba	Q1b
GUY001	-200	Matanzas province, Ciénaga de Zapata, Guayabo Blanco	Cuba	Q1b1a1a1
GUY002	-560	Matanzas province, Ciénaga de Zapata, Guayabo Blanco	Cuba	Q1b1a2
GUY003	293	Matanzas province, Ciénaga de Zapata, Guayabo Blanco	Cuba	Q1b
PDM003	-10	Granma province, Rio Cauto Basin, Playa del Mango	Cuba	Q1b1a1a
PDM004	126	Granma province, Rio Cauto Basin, Playa del Mango	Cuba	Q1b1a1a1
PDM008	167	Granma province, Rio Cauto Basin, Playa del Mango	Cuba	Q1b1a1a1
PDM009	50	Granma province, Rio Cauto Basin, Playa del Mango	Cuba	Q1b1a1a1
HOP001	-2290	Bohemia, Hostivice	Czech Republic	R1b
HOP003	-2300	Bohemia, Hostivice	Czech Republic	R1b
I4889	-2181	Prague 8, Kobylisy, Ke Stírce Street	Czech Republic	R1b1a1b1a1a2b1
KO1003	-2210	Bohemia, Kolín II	Czech Republic	R1b
KO1004	-2216	Bohemia, Kolín II	Czech Republic	R1b
KOP002	-2300	Bohemia, Kolín VI	Czech Republic	R1b
KOP003	-2392	Bohemia, Kolín VI	Czech Republic	R1b
VLI024	-2200	Bohemia, Vliněves	Czech Republic	R1b
VLI028	-2200	Bohemia, Vliněves	Czech Republic	R1b
VLI029	-2200	Bohemia, Vliněves	Czech Republic	R1b
VLI030	-2200	Bohemia, Vliněves	Czech Republic	R1b
VLI025	-2200	Bohemia, Vliněves	Czech Republic	R1b
PRU004	-2314	Bohemia	Czech Republic	R1b
BUT003	-2385	Bohemia, Praha 5 - Nové Butovice	Czech Republic	R1a
CAH005	-2399	Bohemia, Čachovice	Czech Republic	R1a
DRO001	-2747	Bohemia, Droužkovice	Czech Republic	Q1b2a
KO1002	-2583	Bohemia, Kolín I	Czech Republic	R1b
KON003	-2700	Bohemia, Konobrže	Czech Republic	R1b
KON005	-2730	Bohemia, Konobrže	Czech Republic	R1b
OBR003	-2885	Bohemia, Obříství	Czech Republic	R1b
PNL001	-2893	Bohemia, Plotiště nad Labem	Czech Republic	R1b
PNL002	-2703	Bohemia, Plotiště nad Labem	Czech Republic	R1a
RDV001	-2642	Bohemia, Radovesice	Czech Republic	R1a
STD001	-2550	Bohemia, Stadice	Czech Republic	R1a
STD002	-2770	Bohemia, Stadice	Czech Republic	R1b
TRM001	-2700	Bohemia, Trmice	Czech Republic	R1a
TRM006	-2694	Bohemia, Trmice	Czech Republic	R1a
VLI011	-2768	Bohemia, Vliněves	Czech Republic	R1b
VLI016	-2395	Bohemia, Vliněves	Czech Republic	R1a
VLI019	-2550	Bohemia, Vliněves	Czech Republic	R1a
VLI075	-2700	Bohemia, Vliněves	Czech Republic	R1a
VLI081	-2700	Bohemia, Vliněves	Czech Republic	R1b
VLI085	-2703	Bohemia, Vliněves	Czech Republic	R1b
VLI092	-2769	Bohemia, Vliněves	Czech Republic	R1b
OHR001	-2339	Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)	Czech Republic	R1b
VLI015	-2775	Bohemia, Vliněves	Czech Republic	R1b
BNL002	-2045	Bohemia, Brandýs nad Labem	Czech Republic	I2a2
BNL003	-2045	Bohemia, Brandýs nad Labem	Czech Republic	I2a2
BNL004	-2045	Bohemia, Brandýs nad Labem	Czech Republic	R1a
BNL006	-2120	Bohemia, Brandýs nad Labem	Czech Republic	I2a2
BNL009	-2025	Bohemia, Brandýs nad Labem	Czech Republic	R1b
CHL002	-2050	Bohemia, Chleby	Czech Republic	I2a2
CHL003	-1987	Bohemia, Chleby	Czech Republic	R1a
CHL005	-2050	Bohemia, Chleby	Czech Republic	R1b
CHL008	-2010	Bohemia, Chleby	Czech Republic	R1a
KO1007	-1787	Bohemia, Kolín I	Czech Republic	R1a
KO1008	-1855	Bohemia, Kolín I	Czech Republic	R1b
KO1014	-1965	Bohemia, Kolín I	Czech Republic	R1a
KO7001	-2035	Bohemia, Kolín VII	Czech Republic	R1a
KO7003	-2174	Bohemia, Kolín VII	Czech Republic	R1a
MIB001	-1829	Bohemia, Mikulovice	Czech Republic	R1b
MIB004	-1819	Bohemia, Mikulovice	Czech Republic	R1b
MIB006	-1858	Bohemia, Mikulovice	Czech Republic	R1b1a1b
MIB008	-1961	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2b1
MIB035	-1845	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2b1
MIB040	-1879	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2b1
MIB046	-1922	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2b1a1
MIB051	-1842	Bohemia, Mikulovice	Czech Republic	R1a1a1b
MIB054	-1885	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2
MIB060	-1915	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a
MIB062	-1914	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2
MIB063	-1863	Bohemia, Mikulovice	Czech Republic	R1b
MIB067	-1832	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1
MIB071	-1840	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a
MIB072	-1968	Bohemia, Mikulovice	Czech Republic	R1b
MIB075	-1916	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2b1
MIB083	-2226	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2
MIB084	-2081	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2
MIB087	-1799	Bohemia, Mikulovice	Czech Republic	R1b
MIG009	-1982	Bohemia, Mikulovice	Czech Republic	R1b1a1b
MIS001	-1958	Bohemia, Mikulovice	Czech Republic	R1b
MIS002	-1933	Bohemia, Mikulovice	Czech Republic	R1b
MIS004	-1883	Bohemia, Mikulovice	Czech Republic	I2a2a
MIS006	-2285	Bohemia, Mikulovice	Czech Republic	R1b
PDA002	-2107	Bohemia, Praha-Ďáblice	Czech Republic	I2a2
PMI004	-2063	Bohemia, Praha-Miškovice	Czech Republic	I2a2
PMI006	-2154	Bohemia, Praha-Miškovice	Czech Republic	I2a1
PMI009	-1899	Bohemia, Praha-Miškovice	Czech Republic	R1b
ROU007	-2050	Bohemia, Roudnice nad Labem	Czech Republic	I2a2
VLI042	-1824	Bohemia, Vliněves	Czech Republic	I2a2
MIG008	-1922	Bohemia, Mikulovice	Czech Republic	R1b1a1b
MIB015	-1820	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1
MIB018	-1825	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2
MIB030	-1982	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2
MIB010	-1896	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2b1
MIB043	-1857	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2b1
MIB041	-1823	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2b1
MIB022	-1916	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2b1
MIB061	-1815	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2b1
MIB073	-1971	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2
MIB027	-1991	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2
MIG012	-1850	Bohemia, Mikulovice	Czech Republic	G2a2b2a
MIB012	-1824	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2b1
MIB016	-1788	Bohemia, Mikulovice	Czech Republic	R1b1a1b
MIB056	-1811	Bohemia, Mikulovice	Czech Republic	R1a1a1b
MIB064	-1903	Bohemia, Mikulovice	Czech Republic	R1b
MIB066	-1851	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2
BNL007	-2120	Bohemia, Brandýs nad Labem	Czech Republic	I2a2
MIB076	-1937	Bohemia, Mikulovice	Czech Republic	R1b1a1b
MIB086	-1956	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2
PDA005	-2214	Bohemia, Praha-Ďáblice	Czech Republic	I2a2
ROU005	-2050	Bohemia, Roudnice nad Labem	Czech Republic	I2a2
VLI051	-1771	Bohemia, Vliněves	Czech Republic	R1a
MIB053	-1811	Bohemia, Mikulovice	Czech Republic	R1a1a1b
MIB059	-1831	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1
MIB017	-1856	Bohemia, Mikulovice	Czech Republic	R1b1a1b1a1a2
VLI031	-2560	Bohemia, Vliněves	Czech Republic	R1b
VLI032	-2732	Bohemia, Vliněves	Czech Republic	R1b
VLI033_noUDG	-2732	Bohemia, Vliněves	Czech Republic	R1b
NER001	-4126	Bohemia, Neratovice	Czech Republic	I2a1b1a
BRZ001	-3870	Bohemia, Březno u Loun	Czech Republic	I
TOU001	-2762	Bohemia, Toušeň	Czech Republic	G2a2
TUC004	-2990	Bohemia, Tuchoměřice	Czech Republic	H2a1
TUC005	-2990	Bohemia, Tuchoměřice	Czech Republic	G2a2
VPR001	-2806	Bohemia, Velké Přílepy	Czech Republic	G2a2
TUC003	-2990	Bohemia, Tuchoměřice	Czech Republic	H2a1
KOB003	-3650	Bohemia, Kolín-Šťáralka	Czech Republic	T1a1
VLI006_noUDG	-3711	Bohemia, Vliněves	Czech Republic	I2a1
KOB007	-3682	Bohemia, Kolín-Šťáralka	Czech Republic	T1a1
RISE1281_noUDG.SG	-2276	Eastern Jutland, Djursland, Gjerrild Cist	Denmark	R1b1a2
VK296_noUDG.SG	720	Sealand, Hundstrup Mose	Denmark	I1a1b1a1
VK297_noUDG.SG	750	Sealand, Hundstrup Mose	Denmark	I1a1b1
VK70_noUDG.SG	850	Sealand, Tollemosegard	Denmark	I1a1b1a1
VK71_noUDG.SG	850	Sealand, Tollemosegard	Denmark	I1
VK521_noUDG.SG	300	Sealand, Brondsager Torsiinre	Denmark	I1a2a2a
VK532_noUDG.SG	100	Sealand, Kragehave Odetofter	Denmark	I1a2a
VK582_noUDG.SG	50	Jutland, Alken Enge	Denmark	I2a1b1a
VK140_noUDG.SG	950	Funen, Galgedil	Denmark	G2a
VK317_noUDG.SG	950	Langeland, Kaagarden	Denmark	J2a1a1a2b2
VK134_noUDG.SG	950	Funen, Galgedil	Denmark	R1b1a1b1a1a1c2b1
VK133_noUDG.SG	900	Funen, Galgedil	Denmark	R1b1a1b1a1a1c2b2a1b1a
VK138_noUDG.SG	950	Funen, Galgedil	Denmark	R1b1a1b1a1a2b1c1
VK139_noUDG.SG	950	Funen, Galgedil	Denmark	R1a1a1b1a1a1c1
VK215_noUDG.SG	850	Sealand, Gerdrup	Denmark	R1b1a1b
VK274_noUDG.SG	950	Langeland, Kaagarden	Denmark	R1a1a1b1a2b3a
VK275_noUDG.SG	950	Langeland, Kaagarden	Denmark	I1c
VK279_noUDG.SG	950	Funen, Galgedil	Denmark	I1a1b
VK280_noUDG.SG	950	Funen, Galgedil	Denmark	I2a1b1a
VK281_noUDG.SG	950	Sealand, Borse	Denmark	I1a1b1a1
VK282_noUDG.SG	950	Langeland, Stengade I	Denmark	R1a1a1b1a2b
VK286_noUDG.SG	950	Langeland, Bogevej	Denmark	R1b1a1b1a1a2b1a1
VK287_noUDG.SG	950	Langeland, Kaagarden	Denmark	R1b1a1b1a1a2c1a2a1a1a1
VK289_noUDG.SG	850	Langeland, Bodkergarden	Denmark	R1b1a1b1a1a1a
VK290_noUDG.SG	950	Langeland, Kumle hoje	Denmark	R1b1a1b1a1a1c2b1b3b
VK291_noUDG.SG	850	Langeland, Bodkergarden	Denmark	I1a1b1a4a
VK292_noUDG.SG	950	Langeland, Bogevej	Denmark	R1a1a
VK295_noUDG.SG	950	Funen, Hessum	Denmark	I1a
VK301_noUDG.SG	765	Funen, Ladby	Denmark	I1a2a
VK313_noUDG.SG	875	Funen, Rantzausminde	Denmark	R1b1a1b1a1a1
VK315_noUDG.SG	875	Sealand, Bakkendrup	Denmark	I1a1b1
VK316_noUDG.SG	950	Funen, Hessum	Denmark	I1
VK320_noUDG.SG	950	Langeland, Bogevej	Denmark	I1a1b
VK323_noUDG.SG	950	Jutland, Ribe	Denmark	R1b1a1b1a1a1c1a2b1
VK324_noUDG.SG	1015	Jutland, Ribe	Denmark	R1b1a1b1a1a1c2b1b4
VK326_noUDG.SG	924	Jutland, Ribe	Denmark	R1b1a1b1a1a
VK327_noUDG.SG	971	Jutland, Ribe	Denmark	I1a2a1a1a1a
VK329_noUDG.SG	767	Jutland, Ribe	Denmark	R1b1a1b1a1a2a1a1a2
VK338_noUDG.SG	950	Langeland, Bogevej	Denmark	R1b1a1b1a1a1c2b1a1b2
VK362_noUDG.SG	950	Langeland, Bogevej	Denmark	E1b1b1a1b1a
VK363_noUDG.SG	950	Langeland, Bogevej	Denmark	I1a2a1a1a
VK365_noUDG.SG	950	Langeland, Bogevej	Denmark	R1b1a1b1a1a2
VK367_noUDG.SG	950	Langeland, Bogevej	Denmark	I1
VK369_noUDG.SG	875	Sealand, Bakkendrup	Denmark	R1b1a1b1a1a2
VK373_noUDG.SG	950	Funen, Galgedil	Denmark	R1b1a1b1a1a2b1a1
VK384_noUDG.SG	875	Jutland, Hesselbjerg	Denmark	R1b1a1b1a1a1c2b1a1a1a
VK411_noUDG.SG	950	Funen, Galgedil	Denmark	F
VK445_noUDG.SG	950	Sealand, Gl. Lejre	Denmark	I1a2a2
VK446_noUDG.SG	950	Funen, Galgedil	Denmark	I1a2a2
VK87_noUDG.SG	875	Jutland, Hesselbjerg	Denmark	R1b1a1b1a1a2a1b1a
KPN002.A_noUDG	1050	Zealand, Kopenhagen	Denmark	R1a1a1b1a3a1
KPN011.A_noUDG	1050	Zealand, Kopenhagen	Denmark	G2a2b2a1a1b1a
I2445	-2098	England, Oxfordshire, Yarnton	United Kingdom	R1b1a1b1a1a2c1
I2447	-1988	England, Oxfordshire, Yarnton	United Kingdom	R1b1a1b1a1a2c1
I2452	-2102	England, South Derbyshire, Willington, Dairy Farm	United Kingdom	R1b1a1b1a1a2c1
I2453	-2172	England, Lincolnshire, West Deeping	United Kingdom	R1b1a1b1a1a2c1
I2565	-2287	England, Wiltshire, Amesbury Down	United Kingdom	R1b1a1b1a1a2c1
I3256	-2113	England, Cambridgeshire, Trumpington Meadows	United Kingdom	R1b1a1b1a1a2c1
I4950	-2300	England, Wiltshire, Upavon, RFC Central Flying School	United Kingdom	R1b1a1b1a1a2c1
I4951	-2300	England, Wiltshire, Netheravon, Flying School	United Kingdom	R1b1a1b1a1a
I5382	-2120	England,  County Durham, Stockton-on-Tees, Windmill Fields	United Kingdom	R1b1a1b1a1a2
I5513	-2300	England, North Ablington, Figheldean	United Kingdom	R1b1a1b1a1a2c1
I6775	-2200	England, Somerset, Stogursey, Wick Barrow	United Kingdom	R1b1a1b1a1a2c1
I6776	-2200	England, Somerset, Storgoursey, Wick Barrow	United Kingdom	R1b1a1b1a1a2
I1767	-2095	England,  County Durham, Stockton-on-Tees, Windmill Fields	United Kingdom	I2a1b1a1a1
I2416	-2289	England, Wiltshire, Amesbury Down	United Kingdom	R1b1a1b1a1
I5379	-2383	England, Dorset, Sixpenny Handley, Canada Farm	United Kingdom	R1b1a1b1a1a2c1
I2417	-2300	England, Wiltshire, Amesbury Down	United Kingdom	R1b1a1b1a1a2c1
I6774	-2171	England, Sussex, Brighton, Ditchling Road	United Kingdom	R1b1a1b1a1a2c
I6680	-1721	England, Northumberland, Low Hauxley	United Kingdom	R1b1a1b1a1a2c1
I6679	-1986	England, Northumberland, Low Hauxley	United Kingdom	R1b1a1b1a1a
I12786	-2187	England, Gloucestershire, Lechlade-on-Thames, Lechlade Memorial Hall/Skate Park	United Kingdom	R1b1a1b1a1a2c1
I14553	-1857	England, Sussex, Brighton, Roedean Crescent	United Kingdom	R1b1a1b1a1a2c1
I16394	-2000	England, North Yorkshire, Grassington, 3 Barrow Sites	United Kingdom	R1b
I16400	-1950	England, North Yorkshire, Grassington, 3 Barrow Sites	United Kingdom	R1b1a1b1a1a2c
I1774	-1748	England, Kent, Isle of Sheppey, Neats Court	United Kingdom	R1b1a1b
I18606	-1820	England, East Riding of Yorkshire, Thornholme, East Coast Pipeline (field 10)	United Kingdom	R1b1a1b1a1a2c1
I20997	-2125	England, Cumbria, Ulverston, Birkrigg Common	United Kingdom	R1b1a1b1a1a2c1a3b
I2421	-1840	England, Tyne and Wear, Sunderland, Hasting Hill	United Kingdom	R1b1a1b1a1a2c
I2457	-2106	England, Wiltshire, Amesbury Down	United Kingdom	R1b1a1b1a1a2c1
I2464	-1665	England, Wiltshire, Boscombe Airfield	United Kingdom	R1b1a1b
I2566	-2128	England, Wiltshire, Amesbury Down	United Kingdom	R1b1a1b1a1a2c1
I2597	-2130	England, Wiltshire, Amesbury Down	United Kingdom	R1b1a1b1a1a2c1
I2598	-2048	England, Wiltshire, Amesbury Down	United Kingdom	R1b1a1b1a1
I2602	-1812	England, Kent, East Kent Access Road	United Kingdom	R1b1a1b1a1a2
I2618	-2043	England, Northumberland, Barrasford, Reaverhill	United Kingdom	R1b1a1b1a1a2c1
I5377	-1808	England, London, Mortlake, River Thames Skulls	United Kingdom	R1b1a1b1a1a2c1
I5441	-1800	England, Devon, Paington, Neale's Cave	United Kingdom	R1b1a1b1a1a2c1a1d
I6777	-2100	England, Wiltshire, Wilsford	United Kingdom	R1b1a1b1a1a2c1
I7570	-1619	England, Lincolnshire, Langtoft	United Kingdom	R1b1a1b1a1a2
I7630	-1784	England, Yorkshire, East Riding, North Ferriby, Melton Quarry	United Kingdom	R1b1a1b1a1a2
I7638	-2045	England, Oxfordshire, Radley, Barrow Hills	United Kingdom	I2a1b1a1a1
I5373	-2084	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	R1b1a1b1a
I2596	-2136	England, Wiltshire, Amesbury Down	United Kingdom	R1b1a1b1a1a2c1
NO3423_noUDG.SG	750	England, North Yorkshire, Stockton-on-Tees, Norton, Norton Bishops Mill	United Kingdom	I1
I13758	-225	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	R1b1a1b1a1a2b1
I14107	-225	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	R1b1a1b1a1a2c1b1
I22062	20	England, East Riding of Yorkshire, Thornholme, Town Pasture	United Kingdom	R1b1a1b1a1a2c1
I5502	-104	England, East Riding of Yorkshire, Nunburnholme Wold	United Kingdom	R1b1a1b1a1a2
I14100	-352	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	R1b1a1b1a1a2c1
I12413	-225	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	R1b1a1b1a1a2a
I13753	-225	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	R1b1a1b1a1a2c1a1b
I13754	-225	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	R1b1a1b1a1a2d1
I13759	-225	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	R1b1a1b1a1a2b1
I13760	-225	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	R1b1a1b1a1a2c1
I14102	-225	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	R1b1a1b1a1a2c1
I14104	-225	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	R1b1a1b1a1a2c1
I14105	-225	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	R1b1a1b1a1a2
I14327	-131	England, East Riding of Yorkshire, Thornholme, East Coast Pipeline (field 16)	United Kingdom	R1b1a1b1a1a2a
I22060	-124	England, East Riding of Yorkshire, East Coast Pipeline (field 9)	United Kingdom	R1b1a1b1a1a2c1a1a1a1a
I22065	-199	England, East Riding of Yorkshire, Burstwick	United Kingdom	R1b1a1b1a1a2
I5505	-225	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	R1b1a1b1a1a2c1
I5508	-225	England, East Riding of Yorkshire, Pocklington (Burnby Lane)	United Kingdom	R1b1a1b1a1a2c1
I27380	-2278	England, Sussex, Westbourne, 'Racton Man'	United Kingdom	R1b1a1b1a1a2c1
I12935	-2050	England, Gloucestershire, Lechlade-on-Thames, Lechlade Memorial Hall/Skate Park	United Kingdom	R1b1a1b1a1a2c1
I21306	-197	England, Somerset, Tickenham, Diamond Cottage	United Kingdom	R1b1a1b1a1a2a1a2
I11149	-493	England, Cambridgeshire, Teversham (Marshall's) Evaluation	United Kingdom	R1b1a1b1a1a1c1
I12610	-636	England, Wiltshire, Potterne, Blackberry Field	United Kingdom	R1b1a1
I12783	-649	England, Gloucestershire, Lechlade-on-Thames, Lechlade Memorial Hall/Skate Park	United Kingdom	R1b1a1b1a1a2c1a5
I13682	-662	England, Somerset, Mells Down, Kingsdown Camp	United Kingdom	R1b1a1b1a1a2
I13689	-581	England, Wiltshire, Rowbarrow	United Kingdom	R1b1a1b1a1a2c1
